,id,retweet_count,favorite_count,created_at,text,source
10,890006608113172480,7272,30374,Wed Jul 26 00:31:25 +0000 2017,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a pe… https://t.co/jy2alqaYPH,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
11,889880896479866881,4932,27520,Tue Jul 25 16:11:53 +0000 2017,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
12,889665388333682689,9975,47666,Tue Jul 25 01:55:32 +0000 2017,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
13,889638837579907072,4497,26904,Tue Jul 25 00:10:02 +0000 2017,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
14,889531135344209921,2219,14949,Mon Jul 24 17:02:04 +0000 2017,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo… https://t.co/Ya3bdfYuCx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
15,889278841981685760,5369,25059,Mon Jul 24 00:19:32 +0000 2017,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*cki… https://t.co/qw5xRwBaIv,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
16,888917238123831296,4462,28812,Sun Jul 23 00:22:39 +0000 2017,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
17,888804989199671297,4283,25347,Sat Jul 22 16:56:37 +0000 2017,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 wou… https://t.co/L5cCoR2huQ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
18,888554962724278272,3545,19689,Sat Jul 22 00:23:06 +0000 2017,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
19,888078434458587136,3467,21551,Thu Jul 20 16:49:33 +0000 2017,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want th… https://t.co/UibDBnVpvR,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
20,887705289381826560,5338,29873,Wed Jul 19 16:06:48 +0000 2017,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ck… https://t.co/m7BR4JgDrZ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
21,887517139158093824,11568,45827,Wed Jul 19 03:39:09 +0000 2017,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
22,887473957103951883,18036,68453,Wed Jul 19 00:47:34 +0000 2017,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
23,887343217045368832,10312,33360,Tue Jul 18 16:08:03 +0000 2017,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
24,887101392804085760,5916,30253,Tue Jul 18 00:07:08 +0000 2017,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suff… https://t.co/UgW2xbO7Rg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
25,886983233522544640,7708,34834,Mon Jul 17 16:17:36 +0000 2017,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
26,886736880519319552,3264,11936,Sun Jul 16 23:58:41 +0000 2017,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help… https://t.co/RipKYZ0T1u","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
27,886680336477933568,4426,22210,Sun Jul 16 20:14:00 +0000 2017,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
28,886366144734445568,3174,20990,Sat Jul 15 23:25:31 +0000 2017,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 dee… https://t.co/iIu3AF8IWH,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
29,886267009285017600,4,116,Sat Jul 15 16:51:35 +0000 2017,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
30,886258384151887873,6227,27719,Sat Jul 15 16:17:19 +0000 2017,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
31,886054160059072513,104,0,Sat Jul 15 02:45:48 +0000 2017,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
32,885984800019947520,6754,32384,Fri Jul 14 22:10:11 +0000 2017,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 1… https://t.co/lWeeGBBXmE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
33,885528943205470208,6374,35636,Thu Jul 13 15:58:47 +0000 2017,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
34,885518971528720385,3727,20227,Thu Jul 13 15:19:09 +0000 2017,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
35,885311592912609280,18450,0,Thu Jul 13 01:35:06 +0000 2017,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
36,885167619883638784,4346,21727,Wed Jul 12 16:03:00 +0000 2017,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongu… https://t.co/JMU4y341NB,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
37,884925521741709313,18287,76775,Wed Jul 12 00:01:00 +0000 2017,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
38,884876753390489601,5740,27662,Tue Jul 11 20:47:12 +0000 2017,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great L… https://t.co/DbNzLkDIxh,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
39,884562892145688576,4832,24078,Tue Jul 11 00:00:02 +0000 2017,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
40,884441805382717440,5606,26745,Mon Jul 10 15:58:53 +0000 2017,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (I… https://t.co/JkL9KmUt8X","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
41,884247878851493888,20295,72349,Mon Jul 10 03:08:17 +0000 2017,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
42,884162670584377345,2962,20185,Sun Jul 09 21:29:42 +0000 2017,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for… https://t.co/KcQj5mNR4m,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
43,883838122936631299,3419,21706,Sun Jul 09 00:00:04 +0000 2017,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup… https://t.co/zrf7IQnlHI,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
44,883482846933004288,9891,45511,Sat Jul 08 00:28:19 +0000 2017,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
45,883360690899218434,3649,22355,Fri Jul 07 16:22:55 +0000 2017,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpupti… https://t.co/vAdjP5ANuJ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
46,883117836046086144,6626,36840,Fri Jul 07 00:17:54 +0000 2017,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
47,882992080364220416,3891,23738,Thu Jul 06 15:58:11 +0000 2017,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
48,882762694511734784,4882,28048,Thu Jul 06 00:46:41 +0000 2017,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
49,882627270321602560,6045,27653,Wed Jul 05 15:48:34 +0000 2017,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (… https://t.co/KoU1kxPBcn,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
50,882268110199369728,11504,44556,Tue Jul 04 16:01:23 +0000 2017,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
51,882045870035918850,4939,29075,Tue Jul 04 01:18:17 +0000 2017,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13… https://t.co/cj0lK9TLUv","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
52,881906580714921986,3377,24084,Mon Jul 03 16:04:48 +0000 2017,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
53,881666595344535552,10588,50084,Mon Jul 03 00:11:11 +0000 2017,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
54,881633300179243008,7,125,Sun Jul 02 21:58:53 +0000 2017,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
55,881536004380872706,15845,48998,Sun Jul 02 15:32:16 +0000 2017,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: p… https://t.co/w1FVZz0JFM","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
56,881268444196462592,5121,22868,Sat Jul 01 21:49:04 +0000 2017,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate… https://t.co/J4Q5YjzLH0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
57,880935762899988482,2763,16868,Fri Jun 30 23:47:07 +0000 2017,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
58,880872448815771648,3789,21102,Fri Jun 30 19:35:32 +0000 2017,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only plea… https://t.co/1nxJLhk0Sd,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
59,880465832366813184,6245,28287,Thu Jun 29 16:39:47 +0000 2017,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
60,880221127280381952,4191,26812,Thu Jun 29 00:27:25 +0000 2017,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
61,880095782870896641,4334,27383,Wed Jun 28 16:09:20 +0000 2017,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good p… https://t.co/yxYE3cWcCP,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
62,879862464715927552,3477,22132,Wed Jun 28 00:42:13 +0000 2017,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
63,879674319642796034,10,310,Tue Jun 27 12:14:36 +0000 2017,@RealKentMurphy 14/10 confirmed,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
64,879492040517615616,3165,23216,Tue Jun 27 00:10:17 +0000 2017,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
65,879415818425184262,43919,104958,Mon Jun 26 19:07:24 +0000 2017,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
66,879376492567855104,3101,16624,Mon Jun 26 16:31:08 +0000 2017,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get… https://t.co/RqUrIisQta,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
67,879130579576475649,6801,0,Mon Jun 26 00:13:58 +0000 2017,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
68,879050749262655488,4693,22388,Sun Jun 25 18:56:45 +0000 2017,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/1… https://t.co/ffTAMZt2n7,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
69,879008229531029506,2675,18812,Sun Jun 25 16:07:47 +0000 2017,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
70,878776093423087618,4109,19245,Sun Jun 25 00:45:22 +0000 2017,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back… https://t.co/0Uxl9Gq7hN,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
71,878604707211726852,7166,30013,Sat Jun 24 13:24:20 +0000 2017,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
72,878404777348136964,1283,0,Sat Jun 24 00:09:53 +0000 2017,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
73,878316110768087041,6624,0,Fri Jun 23 18:17:33 +0000 2017,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
74,878281511006478336,1283,7681,Fri Jun 23 16:00:04 +0000 2017,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below… https://t.co/5HuiInQveF","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
75,878057613040115712,6801,41680,Fri Jun 23 01:10:23 +0000 2017,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
76,877736472329191424,19010,79201,Thu Jun 22 03:54:17 +0000 2017,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
77,877611172832227328,80,0,Wed Jun 21 19:36:23 +0000 2017,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
78,877556246731214848,3794,22543,Wed Jun 21 15:58:08 +0000 2017,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would en… https://t.co/rc53DmRHwK,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
79,877316821321428993,5151,27128,Wed Jun 21 00:06:44 +0000 2017,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for wa… https://t.co/tVXlmh3uX3","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
80,877201837425926144,5562,26877,Tue Jun 20 16:29:50 +0000 2017,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congra… https://t.co/kVwm88J6Yr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
81,876838120628539392,3339,20496,Mon Jun 19 16:24:33 +0000 2017,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug pa… https://t.co/zuDk9mBEMO,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
82,876537666061221889,4606,23286,Sun Jun 18 20:30:39 +0000 2017,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for a… https://t.co/ghfhFSYrMm,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
83,876484053909872640,2388,18609,Sun Jun 18 16:57:37 +0000 2017,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super du… https://t.co/ccBFQU5UWO,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
84,876120275196170240,4673,27682,Sat Jun 17 16:52:05 +0000 2017,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scr… https://t.co/9NqZV4WwyX","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
85,875747767867523072,4278,25000,Fri Jun 16 16:11:53 +0000 2017,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal… https://t.co/XRwtpQiJ15","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
86,875144289856114688,4912,21751,Thu Jun 15 00:13:52 +0000 2017,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 w… https://t.co/wK0pt8Cnck,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
87,875097192612077568,6023,27208,Wed Jun 14 21:06:43 +0000 2017,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
88,875021211251597312,4702,25273,Wed Jun 14 16:04:48 +0000 2017,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
89,874680097055178752,4642,27623,Tue Jun 13 17:29:20 +0000 2017,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
90,874434818259525634,14730,0,Tue Jun 13 01:14:41 +0000 2017,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
91,874296783580663808,4108,25884,Mon Jun 12 16:06:11 +0000 2017,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
92,874057562936811520,3951,22483,Mon Jun 12 00:15:36 +0000 2017,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Than… https://t.co/0MXV9ZDhS5","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
93,874012996292530176,10441,34394,Sun Jun 11 21:18:31 +0000 2017,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.… https://t.co/jonYjPNmYx","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
94,873580283840344065,3950,24065,Sat Jun 10 16:39:04 +0000 2017,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13… https://t.co/jbitZ0V20S","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
95,873337748698140672,1590,0,Sat Jun 10 00:35:19 +0000 2017,"RT @dog_rates: This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https:/…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
96,873213775632977920,1590,7195,Fri Jun 09 16:22:42 +0000 2017,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below… https://t.co/CWPYZJvjrI,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
97,872967104147763200,5408,27220,Fri Jun 09 00:02:31 +0000 2017,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10… https://t.co/8rpIJr9sAC,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
98,872820683541237760,3701,14640,Thu Jun 08 14:20:41 +0000 2017,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase dail… https://t.co/M15eX8HhsR","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
